address,zipcode,price,sqft,bedroom,bathroom,latitude,longitude,Property Type
"213 W  131st St, New York, NY 10027",10027,2200000,3460,5,5.0,40.81332,-73.94629,multi-family
"155 W  18th St #201, New York, NY 10011",10011,4750000,2300,3,4.0,40.740814,-73.996735,condo
"411 E  57th St #16G, Manhattan, NY 10022",10022,540000,800,1,1.0,40.75842,-73.96236,coop
"572 Grand St #G407, Manhattan, NY 10002",10002,835000,1000,2,1.0,40.713894,-73.978905,coop
"720 Greenwich St #1C, Manhattan, NY 10014",10014,765000,806,1,1.0,40.734562,-74.00722,coop
"148 W  23rd St #3J, Manhattan, NY 10011",10011,720000,800,1,1.0,40.74346,-73.99487,coop
"200 Rector Pl #4X, New York, NY 10280",10280,683000,645,1,1.0,40.708324,-74.01654,condo
"376 Broadway #5D, New York, NY 10013",10013,538000,465,0,1.0,40.717712,-74.002815,condo
"40 E  9th St #3, New York, NY 10003",10003,1275000,160209,1,1.0,40.731388,-73.99337,multi-family
"159 W  53rd St #30A, New York, NY 10019",10019,635000,498,0,1.0,40.76287,-73.981224,condo
"314 W  81st St, New York, NY 10024",10024,5400000,5167,7,7.0,40.78579,-73.9811,multi-family
"455 E  86th St #18E, New York, NY 10028",10028,1650000,1325,2,2.0,40.776447,-73.947075,multi-family
"100 W  39th St #37F, New York, NY 10018",10018,830000,601,1,1.0,40.752773,-73.98603,condo
"166 E  35th St #11D, Manhattan, NY 10016",10016,400000,550,0,1.0,40.746353,-73.97804,coop
"445 W  19th St   #B, New York, NY 10011",10011,699000,450,0,1.0,40.745247,-74.00487,condo
"2150 Broadway #8E, New York, NY 10023",10023,4100000,1737,3,3.0,40.7813,-73.9808,condo
"410 E  57th St #1CD, New York, NY 10022",10022,1200000,1825,3,2.0,40.75781,-73.96247,coop
"350 Albany St   #4R, New York, NY 10280",10280,825000,833,1,1.0,40.7101,-74.0176,condo
"117-46 Park Lane South, Richmond Hill, NY 11418",11418,2900000,3888,5,5.0,40.709328,-73.83491,single-family home
"93-17 112th St, Richmond Hill, NY 11418",11418,748000,2000,3,4.0,40.69271,-73.83374,single-family home
"144-69 Grand Central Pkwy #76GD, Jamaica, NY 11435",11435,210000,750,1,1.0,40.716244,-73.81664,coop
"94-29 Park Lane South Lane, Woodhaven, NY 11421",11421,1581000,1739,4,3.0,40.69801,-73.85095,single-family home
"8895 26th Ave #4B, Brooklyn, NY 11214",11214,625000,859,2,2.0,40.590485,-73.99098,condo
"601 E  19th St #4L, Brooklyn, NY 11226",11226,350000,792,1,1.0,40.636223,-73.959404,coop
"221 McDonald Ave #4E, Brooklyn, NY 11218",11218,649000,156170,2,1.0,40.64916,-73.980446,coop
"10 Quincy St   #4G, Brooklyn, NY 11238",11238,1995000,1285,3,2.0,40.68568,-73.96313,condo
"112-114 Dare, Brooklyn, NY 11229",11229,559999,1248,3,2.0,40.5899,-73.92413,single-family home
"245 Woodbine St, Brooklyn, NY 11221",11221,1245000,3510,7,3.0,40.695248,-73.91442,multi-family
"30 Bay 29 St   #1C, Brooklyn, NY 11214",11214,380000,950,2,1.0,40.60184,-73.99553,coop
"101 Warren St   #A3A, Brooklyn, NY 11201",11201,3125000,3044,3,3.0,40.6887,-73.9985,condo
"76 Willow St, Brooklyn, NY 11201",11201,7250000,3350,5,4.0,40.6989,-73.99526,townhouse
"1559 W  7th St, Brooklyn, NY 11204",11204,1500000,1980,4,3.0,40.609085,-73.98062,multi-family
"2255 E  13th St, Brooklyn, NY 11229",11229,2000000,6000,1,1.0,40.595108,-73.9573,multi-family
"2501 Fulton St, Brooklyn, NY 11207",11207,6500000,30473,10,2.0,40.677444,-73.90139,apartment
"618 Avenue H #2B, Brooklyn, NY 11230",11230,1060000,1107,3,2.0,40.62882,-73.970436,condo
"618 Avenue H #4F, Brooklyn, NY 11230",11230,770000,884,2,2.0,40.62882,-73.970436,condo
"618 Avenue H #2E, Brooklyn, NY 11230",11230,740000,825,2,2.0,40.62882,-73.970436,condo
"618 Avenue H #2C, Brooklyn, NY 11230",11230,619000,737,2,1.0,40.62882,-73.970436,condo
"618 Avenue H #7D, Brooklyn, NY 11230",11230,529000,601,1,1.0,40.62882,-73.970436,condo
"618 Avenue H #6A, Brooklyn, NY 11230",11230,510000,569,1,1.0,40.62882,-73.970436,condo
"433 E  32nd St, Brooklyn, NY 11226",11226,999000,2208,3,3.0,40.64024,-73.946304,single-family home
"2547 E  24th St, Brooklyn, NY 11235",11235,1300000,2000,4,2.0,40.58999,-73.94544,multi-family
"3452 Bedford Ave, Brooklyn, NY 11210",11210,1990000,4000,5,4.0,40.61809,-73.9504,single-family home
"576 Lexington Ave, Brooklyn, NY 11221",11221,1550000,2808,5,4.0,40.689037,-73.93706,multi-family
"1776 Flatbush Ave, Brooklyn, NY 11210",11210,1499000,3480,0,3.0,40.626556,-73.94144,single-family home
"1774 Flatbush Ave, Brooklyn, NY 11210",11210,1499000,3480,0,3.0,40.626602,-73.941475,single-family home
"196 Lawrence Ave, Brooklyn, NY 11230",11230,1399000,5006,12,6.0,40.63092,-73.97254,apartment
"2121 Shore Pkwy #3F, Brooklyn, NY 11214",11214,399999,787,1,1.0,40.585503,-73.98806,condo
"451 Clinton Ave #3C, Brooklyn, NY 11238",11238,1290000,949,2,1.0,40.68482,-73.96661,coop
"555 Wilson Ave, Brooklyn, NY 11207",11207,2300000,2500,4,4.0,40.69157,-73.90917,apartment
"442 Lafayette Avenue, Brooklyn, NY 11238",11238,2599999,2928,6,4.0,40.688915,-73.95765,multi-family
"30 Bay 29th St #1C, Brooklyn, NY 11214",11214,380000,950,2,1.0,40.60184,-73.99553,coop
"2064 64th St, Brooklyn, NY 11204",11204,1399000,2000,5,2.0,40.615986,-73.9838,multi-family
"471 78th St, Brooklyn, NY 11209",11209,1195000,4980,11,11.0,40.627773,-74.02398,apartment
"3065 Sedgwick Ave #3L, Bronx, NY 10468",10468,329000,1100,3,2.0,40.87656,-73.89986,coop
"2420 Morris Ave #6B, Bronx, NY 10468",10468,255000,884,1,1.0,40.860847,-73.89998,coop
"2498 Devoe Ter, Bronx, NY 10468",10468,575000,2450,5,2.0,40.864918,-73.90432,multi-family
"4 Fordham Hill Oval UNIT 7f, Bronx, NY 10468",10468,265000,975,2,2.0,40.86459,-73.90775,coop
"7 Fordham Oval UNIT 6 A, Bronx, NY 10468",10468,165000,795,1,1.0,40.862644,-73.906525,coop
"8 Fordham Hill Oval UNIT 2F, Bronx, NY 10468",10468,240000,935,2,1.0,40.86433,-73.90752,coop
"2835 Webb Ave #3H, Bronx, NY 10468",10468,175000,750,1,1.0,40.872894,-73.90092,coop
"2410 Davidson Ave #B20, Bronx, NY 10468",10468,169000,750,2,1.0,40.86183,-73.9026,coop
"113 Father Zeiser Pl, Bronx, NY 10468",10468,2299000,2527,7,8.0,40.8644,-73.90473,multi-family
"1 Fordham Hill Oval #2C, Bronx, NY 10468",10468,249995,950,2,1.0,40.863873,-73.908455,coop
"2350 Aqueduct Avenue, Bronx, NY 10468",10468,459999,1480,4,3.0,40.861088,-73.90503,single-family home
"3201 Grand Concourse UNIT 3D, Bronx, NY 10468",10468,179900,1068,1,1.0,40.876945,-73.886215,coop
"6 Fordham Hill Oval #5D, Bronx, NY 10468",10468,205000,760,1,1.0,40.865128,-73.90682,coop
"2603 Sedgwick Avenue, Bronx, NY 10468",10468,1150000,2796,6,4.0,40.869007,-73.90595,multi-family
"8 Fordham Hill Oval #12B, Bronx, NY 10468",10468,239888,965,2,1.0,40.8644,-73.9074,coop
"2345 E  28th St, Brooklyn, NY 11229",11229,920000,3592,3,3.0,40.594604,-73.94246,multi-family
"1136 E  37th St, Brooklyn, NY 11210",11210,770000,1720,5,2.0,40.629,-73.94074,single-family home
"1789 E  93rd St, Brooklyn, NY 11236",11236,710000,1190,3,3.0,40.630352,-73.88926,single-family home
"2020 Kimball St, Brooklyn, NY 11234",11234,760000,1600,3,3.0,40.611065,-73.92823,multi-family
"302 96th Street UNIT 1C, Brooklyn, NY 11209",11209,320000,750,1,1.0,40.616207,-74.033806,coop
"80 Winthrop St #B4, Brooklyn, NY 11225",11225,440000,800,1,1.0,40.656384,-73.95775,coop
"3220 Avenue H UNIT 1E, Brooklyn, NY 11210",11210,260000,870,1,1.0,40.63147,-73.94491,coop
"35 Seacoast Ter #11U, Brooklyn, NY 11235",11235,410000,800,1,1.0,40.57663,-73.956345,coop
"713 Fountain Ave, Brooklyn, NY 11208",11208,999000,3000,6,4.0,40.66293,-73.868546,multi-family
"1 Northside Piers #10G, Brooklyn, NY 11249",11249,1970000,1244,3,2.0,40.71925,-73.96395,condo
"192 Bay 17th St #1F, Brooklyn, NY 11214",11214,739000,1517,3,3.0,40.603905,-74.00772,condo
"165 N  10th St #3D, Brooklyn, NY 11211",11211,975000,719,1,1.0,40.719395,-73.95532,condo
"2009 E  57th St #113A, Brooklyn, NY 11234",11234,170000,730,1,1.0,40.614536,-73.91892,coop
"786 Madison St #4B, Brooklyn, NY 11221",11221,599000,725,2,1.0,40.68729,-73.926186,condo
"737 Bergen St #3A, Brooklyn, NY 11238",11238,775000,730,1,1.0,40.678875,-73.9644,condo
"2195 E  22nd St #3C, Brooklyn, NY 11229",11229,352000,1100,2,1.0,40.59785,-73.94881,coop
"325 Clinton Ave #8C, Brooklyn, NY 11205",11205,850000,900,2,1.0,40.68828,-73.9673,coop
"95 S  8th St #2, Brooklyn, NY 11249",11249,675000,1450,3,2.0,40.7099,-73.96529,coop
"381 Sackett St, Brooklyn, NY 11231",11231,3350000,3240,6,4.0,40.682114,-73.992455,multi-family
"504 10th St, Brooklyn, NY 11215",11215,2600000,2052,3,2.0,40.666626,-73.98329,multi-family
"248 Putnam Ave, Brooklyn, NY 11216",11216,1333000,2400,4,3.0,40.68366,-73.95127,multi-family
"1930 Strauss St, Brooklyn, NY 11212",11212,685000,2800,4,3.0,40.666885,-73.91614,single-family home
"167 Ashford St, Brooklyn, NY 11207",11207,499000,1697,3,3.0,40.678688,-73.88597,multi-family
"708 Linwood St, Brooklyn, NY 11208",11208,550000,1116,3,2.0,40.667675,-73.881256,townhouse
"11 Adler Pl, Cypress Hills, NY 11208",11208,860000,1600,3,4.0,40.685078,-73.87211,single-family home
"85-44 105th Street, Richmond Hill, NY 11418",11418,770000,1858,5,4.0,40.697712,-73.84353,multi-family
"61-20 71st Ave  #D2A, Ridgewood, NY 11385",11385,550000,671,1,1.0,40.70183,-73.894035,condo
"78-59 79th Ln, Ridgewood, NY 11385",11385,899000,2600,5,2.0,40.703575,-73.869095,townhouse
"7859 79th Ln, Glendale, NY 11385",11385,899000,2600,5,2.0,40.703583,-73.86898,multi-family
"7017 71st Place, Glendale, NY 11385",11385,1200000,2520,4,2.0,40.705757,-73.880394,single-family home
"7935 77th Rd, Ridgewood, NY 11385",11385,758000,2400,3,1.0,40.7059,-73.87055,single-family home
"77-61 79th Place, Ridgewood, NY 11385",11385,768000,1264,3,2.0,40.70514,-73.87059,single-family home
"1016 Cypress Ave, Flushing, NY 11385",11385,1175000,2850,8,4.0,40.697666,-73.90225,multi-family
"612 Woodward Ave  #BDG, Ridgewood, NY 11385",11385,1375000,3000,5,4.0,40.705715,-73.90752,apartment
"78-06 64th Place, Ridgewood, NY 11385",11385,879000,1360,4,1.0,40.697094,-73.890884,single-family home
"55-13 Metro Ave, Ridgewood, NY 11385",11385,1350000,3300,4,5.0,40.713226,-73.908325,apartment
"6938 64th St, Flushing, NY 11385",11385,1250000,3200,6,3.0,40.7033,-73.893745,multi-family
"2116 Greene Ave #A2, Flushing, NY 11385",11385,378000,603,1,1.0,40.710026,-73.907265,condo
"7202 Myrtle Ave, Glendale, NY 11385",11385,2100000,5262,0,3.0,40.701927,-73.87795,apartment
"7106 73rd St, Glendale, NY 11385",11385,878900,1224,3,2.0,40.705112,-73.87786,single-family home
"7111 66th Pl, Glendale, NY 11385",11385,2275000,3300,10,3.0,40.70264,-73.88761,multi-family
"6811 60th St, Flushing, NY 11385",11385,949000,1890,5,2.0,40.70381,-73.89972,multi-family
"71-30 72 Pl, Glendale, NY 11385",11385,879888,1445,3,3.0,40.704285,-73.87846,single-family home
"20-18 Palmetto Street, Ridgewood, NY 11385",11385,1345000,5600,15,6.0,40.706177,-73.90389,multi-family
"5631 Metropolitan Ave, Flushing, NY 11385",11385,1149000,2500,0,1.0,40.713108,-73.90585,single-family home
"652 Seneca Ave, Flushing, NY 11385",11385,2699000,4875,8,4.0,40.703537,-73.909134,multi-family
"64-33 Central Avenue, Ridgewood, NY 11385",11385,1045000,3056,7,2.0,40.70239,-73.89152,multi-family
"8071 Cypress Ave, Glendale, NY 11385",11385,699888,792,1,1.0,40.693085,-73.89508,single-family home
"6009 70th Ave, Flushing, NY 11385",11385,1199000,2168,5,2.0,40.701855,-73.89857,multi-family
"60-09 70th Avenue, Ridgewood, NY 11385",11385,1199000,2168,5,2.0,40.70175,-73.89853,multi-family
"71-08 Fresh Pond Rd, Ridgewood, NY 11385",11385,1850000,3299,6,3.0,40.701557,-73.89512,multi-family
"465 Van Duzer St, Staten Island, NY 10304",10304,575000,2775,5,4.0,40.627213,-74.08153,single-family home
"58 Cannon Ave, Staten Island, NY 10314",10314,550000,1374,3,2.0,40.5946,-74.18681,single-family home
"60 Providence St, Staten Island, NY 10304",10304,989000,2300,5,4.0,40.59917,-74.08872,single-family home
"249 Reid Ave, Staten Island, NY 10305",10305,625000,1200,3,2.0,40.59454,-74.08731,single-family home
"564 New Dorp Ln, Staten Island, NY 10306",10306,528000,1230,3,2.0,40.56793,-74.10526,single-family home
"239 Vernon Ave, Staten Island, NY 10309",10309,1517192,2064,4,4.0,40.535458,-74.20144,single-family home
"140 Baden Pl, Staten Island, NY 10306",10306,595000,1600,3,2.0,40.573082,-74.09033,townhouse
"369 Mosely Ave, Staten Island, NY 10312",10312,730000,1860,3,3.0,40.54244,-74.168335,single-family home
"50 Bridge St #610, Brooklyn, NY 11201",11201,2055040,1706,1,2.0,40.703346,-73.98524,condo
"134 Mill Rd, Staten Island, NY 10306",10306,710000,1712,3,4.0,40.565376,-74.10891,single-family home
"135 Hawthorne St #4J, Brooklyn, NY 11225",11225,502500,735,1,1.0,40.657787,-73.955696,coop
"250 E  53rd St #1702, New York, NY 10022",10022,1788888,1350,2,2.0,40.756756,-73.96747,condo
"825 5th Ave #17AB, New York, NY 10065",10065,5450000,2000,2,2.0,40.76703,-73.97057,coop
"3021 Avenue Z #1A, Brooklyn, NY 11235",11235,235000,750,1,1.0,40.590424,-73.93595,coop
"3795 Amboy Rd, Staten Island, NY 10308",10308,710000,1444,3,3.0,40.55158,-74.145226,single-family home
"23-02 23rd Ave, Astoria, NY 11105",11105,1215000,1340,3,1.0,40.77772,-73.9181,single-family home
"57-21 224 Street, Oakland Gardens, NY 11364",11364,1225000,2352,5,4.0,40.752277,-73.75448,multi-family
"158-36 100th Street, Howard Beach, NY 11414",11414,970000,1905,5,3.0,40.660686,-73.8338,multi-family
"64-08 70th Street, Middle Village, NY 11379",11379,690000,1224,3,2.0,40.71587,-73.88521,single-family home
"66-20 Wetherole Street UNIT 1G, Rego Park, NY 11374",11374,290000,825,1,1.0,40.725258,-73.85664,coop
"11 West Street, Greenvale, NY 11548",11548,1200000,3495,4,4.0,40.814434,-73.628685,single-family home
"9 The Promenade, Glen Head, NY 11545",11545,950000,2223,4,3.0,40.838512,-73.62481,single-family home
"64 Coles Street, Glen Cove, NY 11542",11542,590000,1800,4,2.0,40.86475,-73.6456,single-family home
"127 Berkshire Road, Rockville Centre, NY 11570",11570,800000,3435,4,3.0,40.675896,-73.63384,single-family home
"97 Congress Street, Harrison, NY 10528",10528,825000,2200,6,2.0,40.972576,-73.71865,multi-family
"38 Saxon Woods Road, Scarsdale, NY 10583",10583,2900000,7740,5,6.0,40.9859,-73.76182,single-family home
"100 Harbor View Drive UNIT 611, Port Washington, NY 11050",11050,910000,1420,2,3.0,40.82599,-73.66544,condo
"1250 North Avenue UNIT 112, New Rochelle, NY 10804",10804,400000,1331,3,2.0,40.944504,-73.796,condo
"211 Purchase Street UNIT A, Rye, NY 10580",10580,1725000,3083,5,4.0,40.989407,-73.68419,condo
"50 West Street UNIT A2G, Harrison, NY 10528",10528,237500,900,2,1.0,40.962673,-73.72301,coop
"111-22 158th Street, Jamaica, NY 11433",11433,598000,1331,3,4.0,40.68962,-73.79116,single-family home
"104-20 164th Pl, Jamaica, NY 11433",11433,669000,1246,3,3.0,40.699646,-73.7917,single-family home
"10827 160th St #25B, Jamaica, NY 11433",11433,415000,911,3,1.0,40.69515,-73.79244,condo
"10714 154th St, Jamaica, NY 11433",11433,898000,2148,5,6.0,40.69483,-73.79906,multi-family
"107-14 154th Street, Jamaica, NY 11433",11433,948000,2108,5,4.0,40.69483,-73.79906,multi-family
"16351 Phroane Ave, Jamaica, NY 11433",11433,1199000,1440,5,2.0,40.691628,-73.7852,single-family home
"110-32 178th St Street, Jamaica, NY 11433",11433,575000,1552,4,3.0,40.69764,-73.77626,single-family home
"112-26 178th Pl, Jamaica, NY 11433",11433,789900,2676,4,2.0,40.69596,-73.77293,single-family home
"110-08 153rd St, Jamaica, NY 11433",11433,1055000,1800,6,4.0,40.689842,-73.79589,multi-family
"110-27 178th Street, Jamaica, NY 11433",11433,1300000,2336,6,4.0,40.69802,-73.77586,multi-family
"17738 106th Rd, Jamaica, NY 11433",11433,369000,1600,4,2.0,40.702587,-73.779015,single-family home
"109-49 167th Street, Jamaica, NY 11433",11433,749000,1600,3,2.0,40.6949,-73.78571,single-family home
"110 Union Hall St   #28, Jamaica, NY 11433",11433,650000,1344,3,3.0,40.692154,-73.78964,single-family home
"10849 171st St, Jamaica, NY 11433",11433,1079000,2094,6,4.0,40.69791,-73.78433,multi-family
"11050 160th Street, Jamaica, NY 11433",11433,680000,1440,3,4.0,40.6912,-73.790276,single-family home
"109-28 174th Street, Jamaica, NY 11433",11433,750000,1620,3,2.0,40.69794,-73.78076,multi-family
"93-14 177th Street, Jamaica, NY 11433",11433,739000,1500,4,2.0,40.706337,-73.783485,multi-family
"106-19 Guy R Brewer, Jamaica, NY 11433",11433,999000,3350,8,3.0,40.69932,-73.792915,multi-family
"92-53 168th Place, Jamaica, NY 11433",11433,475000,1312,3,3.0,40.70521,-73.79046,single-family home
"58 Laurel Ave, Staten Island, NY 10304",10304,599000,1116,5,4.0,40.619503,-74.08375,single-family home
"24 Gillard Ave, Staten Island, NY 10312",10312,988000,2016,4,2.0,40.540997,-74.1681,single-family home
"1468 Arden Ave, Staten Island, NY 10312",10312,1099000,2400,4,3.0,40.535454,-74.16612,single-family home
"21 Cornell Pl, Staten Island, NY 10304",10304,599000,1692,3,3.0,40.614388,-74.08649,single-family home
"246 Titus Ave, Staten Island, NY 10306",10306,639900,1196,3,2.0,40.562668,-74.11011,single-family home
"174 Camden Ave, Staten Island, NY 10309",10309,680000,1500,3,2.0,40.50832,-74.22991,multi-family
"216 Gordon St, Staten Island, NY 10304",10304,469000,1500,3,1.0,40.62214,-74.08334,single-family home
"185 Fremont Ave, Staten Island, NY 10306",10306,649000,1065,3,2.0,40.57803,-74.107285,single-family home
"284 Chelsea Street, Staten Island, NY 10307",10307,724900,2475,4,2.0,40.50284,-74.24412,single-family home
"160 Clinton Ave, Staten Island, NY 10301",10301,1300000,3898,5,4.0,40.640537,-74.09833,single-family home
"101 Bedell Ave, Staten Island, NY 10309",10309,1499999,3540,4,5.0,40.511745,-74.23399,single-family home
"156 N  Pine Ter, Staten Island, NY 10312",10312,998000,3510,3,2.0,40.53935,-74.18004,single-family home
"20 Brookside Loop, Staten Island, NY 10309",10309,1199999,2736,4,3.0,40.540924,-74.2145,multi-family
"81 Emily Ln, Staten Island, NY 10312",10312,488999,1354,3,4.0,40.561203,-74.185196,single-family home
"55 Austin Place UNIT 7G, Staten Island, NY 10304",10304,323000,869,2,1.0,40.631573,-74.08581,condo
"24 Forest Ct, Staten Island, NY 10303",10303,899000,1620,4,3.0,40.634434,-74.158905,multi-family
"55 Satterlee St, Staten Island, NY 10307",10307,928000,1852,4,3.0,40.505962,-74.252914,multi-family
"128 Targee St, Staten Island, NY 10304",10304,549000,3900,7,3.0,40.623962,-74.08411,single-family home
"7324 Hylan Blvd, Staten Island, NY 10307",10307,899999,2532,5,3.0,40.503204,-74.24832,multi-family
"190-212 N  Railroad Ave, Staten Island, NY 10304",10304,5488000,15660,10,8.0,40.597153,-74.087875,multi-family
"5 Delafield Pl, Staten Island, NY 10310",10310,974999,3200,5,4.0,40.6443,-74.107506,single-family home
"26 Notus Ave, Staten Island, NY 10312",10312,675000,2200,2,3.0,40.55064,-74.176216,single-family home
"1191 Clove Rd, Staten Island, NY 10301",10301,998800,2400,3,4.0,40.6175,-74.104,single-family home
"432 Park Ave #62B, New York, NY 10022",10022,25950000,4019,3,5.0,40.7615,-73.971794,condo
"151 E  58th St   #46AB, New York, NY 10022",10022,21680000,5782,5,5.0,40.7616,-73.9676,condo
"252 E  57th St #62A, New York, NY 10022",10022,12995000,4616,5,7.0,40.759083,-73.96587,condo
"425 E  58th St #9B, New York, NY 10022",10022,1750000,1800,3,3.0,40.758736,-73.960945,coop
"153 E  57th St #7L, New York, NY 10022",10022,525000,575,0,1.0,40.76078,-73.968056,coop
"303 Park Ave  #2307, New York, NY 10022",10022,1885000,561,0,1.0,40.7565,-73.97335,condo
"414 E  52nd St #9C, New York, NY 10022",10022,1050000,1325,2,2.0,40.754555,-73.96446,coop
"401 E  60th St #14D, New York, NY 10022",10022,2145000,1562,2,3.0,40.760338,-73.96104,condo
"305 E  51st St   #11F, New York, NY 10022",10022,2550000,1443,2,2.0,40.7554,-73.9676,condo
"200 E  57th St   #14E, New York, NY 10022",10022,775000,1002,1,2.0,40.7597,-73.9674,coop
"60 Sutton Pl   #8NN, New York, NY 10022",10022,899000,1000,1,1.0,40.7553,-73.9629,coop
"357 E57th Street UNIT 12G, New York, NY 10022",10022,599000,630,1,1.0,40.7587,-73.963,coop
"212 E  57th St #19B, New York, NY 10022",10022,859000,622,1,1.0,40.75981,-73.96695,condo
"333 E  53rd St #12H, New York, NY 10022",10022,695000,740,1,1.0,40.756355,-73.96561,coop
"425 E  58th St #19E, New York, NY 10022",10022,1995000,2800,3,5.0,40.758736,-73.960945,coop
"303 E  57th St #19B, New York, NY 10022",10022,390000,1100,1,2.0,40.759277,-73.96466,coop
"420 E  58th St #21C, New York, NY 10022",10022,785000,548,1,1.0,40.75841,-73.96166,condo
"240 E  55th St #8E, New York, NY 10022",10022,399000,500,1,1.0,40.75819,-73.96698,coop
"418 E  59th St #31B, New York, NY 10022",10022,2250000,1800,3,3.0,40.759068,-73.96126,apartment
"333 E  57th St #3B, New York, NY 10022",10022,1995000,2450,3,3.0,40.758957,-73.96373,coop
"60 E  55th St #21A, New York, NY 10022",10022,1975000,1283,2,2.0,40.760525,-73.972786,condo
"425 E  58th St #16F, New York, NY 10022",10022,1350000,1400,1,2.0,40.758736,-73.960945,coop
"444 E  57th St #13F, New York, NY 10022",10022,4600000,3000,4,5.0,40.757347,-73.96147,condo
"401 E  60th St #9E, New York, NY 10022",10022,931500,783,1,1.0,40.760338,-73.96104,condo
"401 E  60th St #10M, New York, NY 10022",10022,697500,575,0,1.0,40.760338,-73.96104,condo
"60 Sutton Pl S  #4HN, New York, NY 10022",10022,505000,825,1,1.0,40.755344,-73.96285,coop
"86C Edgewater Park UNIT C, Bronx, NY 10465",10465,339000,1574,2,2.0,40.823418,-73.8115,coop
"906 Huntington Avenue, Bronx, NY 10465",10465,659000,1651,3,3.0,40.827564,-73.83007,single-family home
"33 Alden Park #33, Bronx, NY 10465",10465,339900,1004,3,1.0,40.82212,-73.80752,single-family home
"3267A Barkley Ave, Bronx, NY 10465",10465,429000,903,3,1.0,40.834206,-73.81787,single-family home
"11 Pennyfield Ave  #3, Bronx, NY 10465",10465,529000,1171,3,2.0,40.8099,-73.8018,condo
"3267 Barkley Avenue UNIT A, Bronx, NY 10465",10465,429000,903,3,1.0,40.83421,-73.81786,single-family home
"1659 Library Avenue, Bronx, NY 10465",10465,950000,1712,5,3.0,40.84755,-73.81853,multi-family
"64 Edgewater Park UNIT A, Bronx, NY 10465",10465,250000,800,2,1.0,40.82263,-73.80952,coop
"1418 Outlook Avenue UNIT 3, Bronx, NY 10465",10465,529000,1083,2,1.0,40.844807,-73.81522,condo
"57 Shore Road, Bronx, NY 10465",10465,379000,525,2,1.0,40.821407,-73.80632,single-family home
"1006 Clarence Avenue, Bronx, NY 10465",10465,598000,1692,3,3.0,40.83427,-73.81819,single-family home
"2730 Schurz Ave #K4, Bronx, NY 10465",10465,449888,1234,2,3.0,40.813637,-73.82067,condo
"10 Pennyfield Avenue UNIT 11-3, Bronx, NY 10465",10465,529000,1171,3,2.0,40.809708,-73.80189,condo
"49B Edgewater Park Park, Bronx, NY 10465",10465,499000,1100,3,3.0,40.8245,-73.8076,single-family home
"3218 Country Club Rd, Bronx, NY 10465",10465,769000,1472,4,3.0,40.840836,-73.82225,single-family home
"803 Edison Avenue, Bronx, NY 10465",10465,1150000,1568,6,3.0,40.828568,-73.82274,multi-family
"42 Edgewater Park UNIT 42A, Bronx, NY 10465",10465,350000,1400,2,1.0,40.822388,-73.80804,coop
"3165 Waterbury Ave, Bronx, NY 10465",10465,699999,1430,4,3.0,40.838615,-73.82253,single-family home
"2841 Lafayette Avenue, Bronx, NY 10465",10465,999999,3112,4,3.0,40.828876,-73.8275,multi-family
"2917 Schurz Avenue, Bronx, NY 10465",10465,734989,2088,4,3.0,40.814922,-73.8143,multi-family
"3253 Waterbury Ave, Bronx, NY 10465",10465,677900,1377,2,2.0,40.837288,-73.82016,single-family home
"2666 Miles Avenue UNIT P1, Bronx, NY 10465",10465,275000,834,1,2.0,40.815563,-73.82505,condo
"142 Kearney Avenue, Bronx, NY 10465",10465,845000,1756,4,3.0,40.8156,-73.81034,multi-family
"267 Robinson Avenue, Bronx, NY 10465",10465,650000,1780,3,3.0,40.81475,-73.826584,single-family home
"1217 Fairfax Avenue, Bronx, NY 10465",10465,899000,1696,3,1.0,40.83771,-73.82418,single-family home
"253 Lockman Avenue, Staten Island, NY 10303",10303,299900,802,1,1.0,40.630726,-74.16146,single-family home
"36 Finley Ave, Staten Island, NY 10306",10306,479000,882,2,1.0,40.565372,-74.102135,single-family home
"16 Morningstar Rd, Staten Island, NY 10303",10303,1198000,3324,10,4.0,40.637363,-74.14529,multi-family
"18-18 Nunzie Ct, Staten Island, NY 10303",10303,489900,1120,3,3.0,40.630447,-74.15415,single-family home
"335 Hett Ave, Staten Island, NY 10306",10306,749900,2100,4,3.0,40.55901,-74.10753,multi-family
"382 Clarke Ave, Staten Island, NY 10306",10306,805000,2444,5,2.0,40.56913,-74.1439,single-family home
"36 Ibsen Ave, Staten Island, NY 10312",10312,449000,1280,3,2.0,40.55673,-74.180534,single-family home
"53 Cedar Ter, Staten island, NY 10304",10304,724888,1728,2,1.0,40.613617,-74.08837,multi-family
"22A Richmond Ct #14B, Staten Island, NY 10303",10303,365000,1297,3,2.0,40.63965,-74.16533,townhouse
"64 Berkshire Ln, Staten Island, NY 10309",10309,899999,2240,4,4.0,40.54488,-74.22095,single-family home
"230 Princeton Ave, Staten Island, NY 10306",10306,748000,1960,4,3.0,40.56597,-74.11497,single-family home
"223 Westervelt Ave, Staten Island, NY 10301",10301,759000,2112,7,3.0,40.642544,-74.08317,multi-family
"437 Raritan Avenue, Staten Island, NY 10305",10305,520000,780,3,2.0,40.58827,-74.08638,single-family home
"623-H Laconia Ave #623H, Staten Island, NY 10306",10306,450000,1000,2,2.0,40.580788,-74.095245,condo
"36 Hamilton Ave #2U, Staten Island, NY 10301",10301,274000,900,1,1.0,40.644855,-74.07878,coop
