address,zipcode,price,sqft,bedroom,bathroom,latitude,longitude,Property Type
"34-41 85th Street UNIT 5H, Queens, NY 11372",11372,430000,827,1,1.0,40.75351,-73.88202,coop
"133 Beach 59th St #102A, Far Rockaway, NY 11692",11692,520000,1256,3,2.0,40.589916,-73.788956,condo
"27010 Grand Central Parkway UNIT 32D, Floral Park, NY 11005",11005,775000,1719,2,3.0,40.75678,-73.71421,coop
"50 Stonegate Dr, Staten Island, NY 10304",10304,665000,2490,3,4.0,40.603416,-74.08911,single-family home
"95 Kenmore St, Staten Island, NY 10312",10312,530000,1326,3,3.0,40.56054,-74.1795,single-family home
"38 Deborah Loop, Staten Island, NY 10312",10312,467000,1100,2,2.0,40.5524,-74.185555,townhouse
"145 Lincoln Ave #4U, Staten Island, NY 10306",10306,300000,909,2,1.0,40.57907,-74.1079,condo
"41 Newark Ave, Staten Island, NY 10302",10302,405000,1386,4,3.0,40.63724,-74.14358,single-family home
"211 Mosely Ave, Staten Island, NY 10312",10312,690000,1592,3,4.0,40.541134,-74.171036,townhouse
"30 Monarch Ct, Staten Island, NY 10314",10314,810000,1865,3,3.0,40.593143,-74.15251,single-family home
"128 Lincoln St, Staten Island, NY 10314",10314,999999,3048,4,4.0,40.603737,-74.11618,single-family home
"669 College Ave, Staten Island, NY 10302",10302,805000,2148,3,1.0,40.622684,-74.14314,multi-family
"12 Amador St, Staten Island, NY 10303",10303,535000,1536,3,3.0,40.623047,-74.16269,single-family home
"16 Boyle Pl, Staten Island, NY 10306",10306,500000,1207,3,1.0,40.576668,-74.13173,single-family home
"27 Roosevelt St, Staten Island, NY 10304",10304,585000,850,2,2.0,40.606026,-74.09159,single-family home
"19 Dorothea Pl, Staten Island, NY 10306",10306,738000,3250,4,4.0,40.57538,-74.12496,multi-family
"21 Ardmore Ave, Staten Island, NY 10314",10314,825000,1580,4,3.0,40.611053,-74.139015,single-family home
"247 Ardmore Ave, Staten Island, NY 10314",10314,950000,2504,5,2.0,40.60486,-74.13845,single-family home
"36 Endor Ave, Staten Island, NY 10301",10301,865000,2440,5,4.0,40.608704,-74.100945,multi-family
"65 Caswell Ln, Staten Island, NY 10314",10314,390000,1080,2,2.0,40.61844,-74.167885,townhouse
"650 Tysens Ln, Staten Island, NY 10306",10306,625000,3360,8,4.0,40.561867,-74.11351,multi-family
"654 Tysens Ln, Staten Island, NY 10306",10306,625000,1680,2,1.0,40.56181,-74.11342,multi-family
"290 Brookfield Ave, Staten Island, NY 10308",10308,865000,1640,4,3.0,40.55852,-74.15902,multi-family
"48 Halpin Ave, Staten Island, NY 10312",10312,480000,1690,2,2.0,40.553528,-74.18581,single-family home
"56 Wildwood Ln, Staten Island, NY 10307",10307,460000,997,2,2.0,40.503784,-74.23862,townhouse
"79 Groton St, Staten Island, NY 10312",10312,880000,1984,3,4.0,40.53651,-74.150566,single-family home
"50 Olympia Blvd, Staten Island, NY 10305",10305,832000,2224,7,3.0,40.592625,-74.07009,multi-family
"3747 Amboy Rd   #6B, Staten Island, NY 10308",10308,185000,750,1,1.0,40.5523,-74.14486,coop
"186 Spring St, Staten Island, NY 10304",10304,870000,2560,5,3.0,40.602886,-74.09819,single-family home
"88 Wolkoff Ln, Staten Island, NY 10303",10303,100000,1172,3,2.0,40.62259,-74.16707,condo
"28 Kelly Blvd, Staten Island, NY 10314",10314,720000,1400,3,4.0,40.589615,-74.15192,single-family home
"152 Nehring Ave, Staten Island, NY 10314",10314,480000,2264,2,1.0,40.588608,-74.15873,apartment
"155 W  68th St #434, New York, NY 10023",10023,1150000,871,1,1.0,40.776104,-73.98209,condo
"212 W  72nd St   #12G, New York, NY 10023",10023,1510000,743,1,1.0,40.778633,-73.98245,condo
"15 W  61st St   #3N, New York, NY 10023",10023,2200000,1006,1,2.0,40.7702,-73.9828,condo
"1 Central Park N  #47BC, New York, NY 10023",10023,34950000,6279,6,7.0,40.7691,-73.9816,condo
"30 W  74th St   #2D, New York, NY 10023",10023,1650000,1425,2,2.0,40.77794,-73.976555,coop
"30 W  63rd St #8B, New York, NY 10023",10023,1200000,639,1,1.0,40.770767,-73.981575,condo
"274 W  71st St, New York, NY 10023",10023,4995000,5520,8,8.0,40.77875,-73.984665,multi-family
"2000 Broadway #6F, New York, NY 10023",10023,995000,662,1,1.0,40.775494,-73.98155,condo
"1 W  End Ave #26E, New York, NY 10023",10023,5750000,2457,3,4.0,40.772198,-73.9909,condo
"200 W  End Ave #16H, New York, NY 10023",10023,1349995,787,1,2.0,40.777866,-73.985695,condo
"2150 Broadway #8D, New York, NY 10023",10023,6395000,2821,4,4.0,40.7813,-73.9808,condo
"1965 Broadway #3C, New York, NY 10023",10023,17995000,6867,6,7.0,40.774673,-73.982635,condo
"160 W  End Ave #25D, New York, NY 10023",10023,1475000,1200,2,2.0,40.7763,-73.984856,coop
"330 W  72nd St #11C, New York, NY 10023",10023,1595000,1200,2,2.0,40.78009,-73.985886,coop
"50 Central Park W  #10-D, New York, NY 10023",10023,1195000,685,1,1.0,40.771862,-73.979324,coop
"25 Central Park W  #16E, New York, NY 10023",10023,5495000,2354,4,5.0,40.770367,-73.98058,condo
"200 W  End Ave #17E, New York, NY 10023",10023,2588000,1330,2,2.0,40.777866,-73.985695,condo
"25 Columbus Cir  #72B, New York, NY 10023",10023,18995000,3491,3,6.0,40.7682,-73.9823,condo
"25 Columbus Cir  #54E, New York, NY 10023",10023,4400000,1433,2,3.0,40.7682,-73.9823,condo
"25 Columbus Cir  #59F, New York, NY 10023",10023,4350000,1283,2,2.0,40.7682,-73.9823,condo
"1 Central Park W  #1604, New York, NY 10023",10023,1300000,460,0,1.0,40.7691,-73.9816,condo
"1 Central Park W  #404, New York, NY 10023",10023,1200000,460,0,1.0,40.7691,-73.9816,condo
"1 Central Park W  #704, New York, NY 10023",10023,1300000,460,0,1.0,40.7691,-73.9816,condo
"1965 Broadway #9B, New York, NY 10023",10023,5000000,2157,3,4.0,40.774673,-73.982635,condo
"140 W  End Ave #11M, New York, NY 10023",10023,799000,910,1,1.0,40.77592,-73.986176,coop
"15 W  61st St   #4O, New York, NY 10023",10023,3325000,1311,2,3.0,40.7702,-73.9828,condo
"212 W  72nd St   #5J, New York, NY 10023",10023,3705000,1694,3,3.0,40.778633,-73.98245,condo
"165 W  End Ave #1P, New York, NY 10023",10023,499000,598,0,1.0,40.777187,-73.98727,coop
"1965 Broadway #2A, New York, NY 10023",10023,16000000,3976,5,6.0,40.774673,-73.982635,condo
"15 Central Park W  #33C, New York, NY 10023",10023,18950000,2761,3,4.0,40.76959,-73.9808,condo
"200 Amsterdam Ave  #23B, New York, NY 10023",10023,5800000,2139,2,3.0,40.777,-73.9832,condo
"322 W  72nd St #11C, New York, NY 10023",10023,1197000,1100,2,2.0,40.77997,-73.985596,coop
"2506 E  65th St, Brooklyn, NY 11234",11234,1319000,1720,0,3.0,40.60983,-73.90842,multi-family
"1536 E  38th St, Brooklyn, NY 11234",11234,1188000,2500,5,2.0,40.61804,-73.93845,multi-family
"1272 E  70th St, Brooklyn, NY 11234",11234,1550000,3980,7,7.0,40.62443,-73.91382,multi-family
"2336 E  70th St, Brooklyn, NY 11234",11234,848000,1530,3,3.0,40.61528,-73.903984,single-family home
"3412 Avenue T, Brooklyn, NY 11234",11234,879000,1690,2,2.0,40.6072,-73.930435,single-family home
"2020 E 41 Street UNIT 3H, Brooklyn, NY 11234",11234,210000,850,1,1.0,40.623997,-73.93477,coop
"1364 E  58th St, Brooklyn, NY 11234",11234,999000,1680,5,3.0,40.621136,-73.91967,multi-family
"2217 E  64th St, Brooklyn, NY 11234",11234,2178000,5000,5,3.0,40.614536,-73.90996,single-family home
"1952 E  34th St, Brooklyn, NY 11234",11234,659000,1080,2,2.0,40.60933,-73.933754,single-family home
"1505 E  48th St, Brooklyn, NY 11234",11234,599000,1316,3,1.0,40.623985,-73.929085,townhouse
"2033 E  70th St, Brooklyn, NY 11234",11234,809000,1881,3,2.0,40.620472,-73.90901,single-family home
"3514 Avenue P, Brooklyn, NY 11234",11234,726000,1082,3,2.0,40.615852,-73.93882,single-family home
"1307 E  46th St, Brooklyn, NY 11234",11234,699000,1376,3,3.0,40.629047,-73.93157,single-family home
"4115 Avenue T, Brooklyn, NY 11234",11234,699000,1292,0,2.0,40.610912,-73.9257,multi-family
"1200 E  53rd St #6Z, Brooklyn, NY 11234",11234,144900,475,0,1.0,40.629932,-73.92531,coop
"1765 E 48th St, Brooklyn, NY 11234",11234,1199999,2000,5,5.0,40.617443,-73.92838,multi-family
"1494 E  32nd St, Brooklyn, NY 11234",11234,868000,1785,3,3.0,40.615917,-73.94356,single-family home
"1499 E  48th St, Brooklyn, NY 11234",11234,699000,1316,3,2.0,40.62415,-73.9291,single-family home
"2175 E  37th St, Brooklyn, NY 11234",11234,1289000,3115,5,3.0,40.60737,-73.92705,multi-family
"1278 E  48th St, Brooklyn, NY 11234",11234,799000,1664,3,2.0,40.629795,-73.930275,single-family home
"4810 Avenue K, Brooklyn, NY 11234",11234,875000,2075,5,3.0,40.625477,-73.92919,multi-family
"1245 E  48th St, Brooklyn, NY 11234",11234,739000,1638,4,2.0,40.63082,-73.92981,multi-family
"1411 Royce St   #C, Brooklyn, NY 11234",11234,659000,1285,3,2.0,40.624557,-73.91168,condo
"3408 Fillmore Ave, Brooklyn, NY 11234",11234,750000,1036,3,2.0,40.61046,-73.93412,single-family home
"1434 E  52nd St, Brooklyn, NY 11234",11234,810000,1744,3,2.0,40.624622,-73.92582,single-family home
"1559 E  66th St, Brooklyn, NY 11234",11234,789000,1900,3,2.0,40.61798,-73.91132,single-family home
"7273 Royce Pl, Brooklyn, NY 11234",11234,1099000,3013,7,5.0,40.62546,-73.909615,multi-family
"2032 E  63rd St, Brooklyn, NY 11234",11234,669000,1036,2,2.0,40.616776,-73.91444,single-family home
"365 Mayfair Dr S, Brooklyn, NY 11234",11234,1675000,3159,5,4.0,40.60789,-73.90443,single-family home
"1262 E  73rd St, Brooklyn, NY 11234",11234,1325000,3265,8,4.0,40.625935,-73.91233,multi-family
"7274 Royce Pl #164, Brooklyn, NY 11234",11234,699000,1305,3,2.0,40.62483,-73.90939,condo
"4902 Avenue L, Brooklyn, NY 11234",11234,1550000,2000,4,4.0,40.62326,-73.92821,multi-family
"124 E  84th St #8D, New York, NY 10028",10028,1150000,890,2,2.0,40.778187,-73.95713,coop
"120 E  85th St #2E, New York, NY 10028",10028,1975000,1400,3,2.0,40.77887,-73.95681,coop
"3 E  85th St #6B, New York, NY 10028",10028,725000,574,1,1.0,40.78081,-73.96023,coop
"163 E  81st St   #9CD, New York, NY 10028",10028,1995000,2100,3,2.0,40.776,-73.9568,coop
"306 E  81st St, New York, NY 10028",10028,4500000,4000,5,5.0,40.774254,-73.953735,multi-family
"500 E  83rd St #3J, New York, NY 10028",10028,1275000,1400,2,2.0,40.77376,-73.948296,coop
"300 E  85th St #3303, New York, NY 10028",10028,1850000,1100,2,2.0,40.776894,-73.95201,apartment
"1056 5th Ave #1CD, New York, NY 10028",10028,1950000,2400,6,3.0,40.78186,-73.95967,coop
"1049 5th Ave  #10AB, New York, NY 10028",10028,11175000,4521,6,7.0,40.781,-73.96,condo
"969 Park Ave #12E, New York, NY 10028",10028,1400000,1363,2,2.0,40.77767,-73.95855,coop
"171 E  84th St #3A, New York, NY 10028",10028,1035000,854,1,1.0,40.777798,-73.95494,condo
"55 E  End Ave #12D, Manhattan, NY 10028",10028,1499000,1300,2,2.0,40.771973,-73.94635,coop
"1438 3rd Ave #27B, New York, NY 10028",10028,2995000,1690,3,3.0,40.77602,-73.95644,condo
"5549 Whitty Ln, Brooklyn, NY 11203",11203,779000,1872,3,3.0,40.64066,-73.92401,multi-family
"1194 Brooklyn Ave, Brooklyn, NY 11203",11203,899000,1248,4,2.0,40.644264,-73.9434,multi-family
"403 E  58th St, Brooklyn, NY 11203",11203,750000,1200,3,2.0,40.645233,-73.92166,single-family home
"493 E  42nd St, Brooklyn, NY 11203",11203,780000,909,4,3.0,40.64324,-73.93693,single-family home
"25 E  43rd St, Brooklyn, NY 11203",11203,924999,2104,3,2.0,40.655518,-73.93726,single-family home
"347 E  59th St, Brooklyn, NY 11203",11203,900000,1400,3,4.0,40.645554,-73.920746,single-family home
"3521 Avenue D, Brooklyn, NY 11203",11203,546000,1408,4,2.0,40.64155,-73.94302,single-family home
"10 E 43 Street UNIT 4J, Brooklyn, NY 11203",11203,135000,750,1,1.0,40.655945,-73.937805,coop
"537 E  42nd St, Brooklyn, NY 11203",11203,699000,1325,4,2.0,40.642265,-73.93682,single-family home
"3500 Snyder Ave #6W, Brooklyn, NY 11203",11203,269000,750,1,1.0,40.648922,-73.94408,coop
"3500 Snyder Ave #5S, Brooklyn, NY 11203",11203,269000,860,1,1.0,40.648922,-73.94408,coop
"1137 Brooklyn Avenue, Brooklyn, NY 11203",11203,599000,1680,2,2.0,40.64587,-73.94292,townhouse
"487 E  49th St, Brooklyn, NY 11203",11203,525000,1400,4,2.0,40.649815,-73.93097,single-family home
"719 Troy Ave, Brooklyn, NY 11203",11203,849000,1925,2,2.0,40.655785,-73.936325,townhouse
"1278 Schenectady Ave, Brooklyn, NY 11203",11203,799000,1410,3,1.0,40.64143,-73.932526,single-family home
"928 Clarkson Ave, Brooklyn, NY 11203",11203,1279000,2952,7,5.0,40.65664,-73.92678,multi-family
"816 Lenox Rd, Brooklyn, NY 11203",11203,899998,2100,4,3.0,40.655224,-73.929375,multi-family
"4722 Avenue D, Brooklyn, NY 11203",11203,1350000,3500,0,4.0,40.64176,-73.931404,single-family home
"1322 Troy Ave, Brooklyn, NY 11203",11203,949000,1500,4,4.0,40.64026,-73.93529,multi-family
"346 Linden Blvd, Brooklyn, NY 11203",11203,2600000,2835,8,3.0,40.65253,-73.94643,multi-family
"770 E  45th St, Brooklyn, NY 11203",11203,650000,1464,3,2.0,40.64242,-73.93452,single-family home
"439 E 45th Street UNIT 6, Brooklyn, NY 11203",11203,1200000,6000,9,7.0,40.650867,-73.934845,multi-family
"160 E  45th St, Brooklyn, NY 11203",11203,599000,1440,4,2.0,40.658237,-73.93622,single-family home
"10 E  43rd St #3H, Brooklyn, NY 11203",11203,289999,127764,2,1.0,40.655533,-73.93793,coop
"4121 Foster Avenue, Brooklyn, NY 11203",11203,609000,1280,3,3.0,40.639545,-73.937035,single-family home
"258 W  71st St, New York, NY 10023",10023,6890000,6554,9,9.0,40.778637,-73.9844,townhouse
"180 W  End Ave #14F, New York, NY 10023",10023,1550000,1150,2,2.0,40.777287,-73.98541,coop
"150 W  End Ave #11F, New York, NY 10023",10023,1550000,1150,2,2.0,40.776546,-73.98598,coop
"145 Central Park #12A, New York, NY 10023",10023,4000000,1821,4,3.0,40.777916,-73.9751,condo
"145 Central Park #11A, New York, NY 10023",10023,3500000,1359,3,2.0,40.777916,-73.9751,condo
"135 W  70th St   #8E, New York, NY 10023",10023,2195000,1787,2,2.0,40.7769,-73.981,condo
"212 W  72nd St   #6L, New York, NY 10023",10023,2540000,1420,2,2.0,40.778633,-73.98245,condo
"80 Columbus Cir  #68F, New York, NY 10023",10023,5195000,1179,2,2.0,40.7682,-73.9823,condo
"255 W  End Ave #10D, New York, NY 10023",10023,517000,750,1,1.0,40.779575,-73.98496,coop
"150 Columbus Ave  #23D, New York, NY 10023",10023,3095000,1438,2,3.0,40.7741,-73.9816,condo
"2109 Broadway #15157, New York, NY 10023",10023,1595000,1350,3,2.0,40.780197,-73.98223,condo
"25 Riverside Dr, New York, NY 10023",10023,65000000,12000,8,10.0,40.782234,-73.98467,townhouse
"23 W  73rd St #508, New York, NY 10023",10023,1599000,1200,2,2.0,40.777687,-73.97673,coop
"29 W  64th St #1C, New York, NY 10023",10023,650000,700,1,1.0,40.77191,-73.980896,coop
"145-146 Central Park W  #2G, New York, NY 10023",10023,5600000,2650,3,3.0,40.77785,-73.97476,coop
"115 Central Park W, New York, NY 10023",10023,19950000,4900,5,6.0,40.776066,-73.976685,coop
"115 Central Park W  #15H, New York, NY 10023",10023,3850000,2370,3,3.0,40.776066,-73.976685,coop
"41 W  72nd St #10D, New York, NY 10023",10023,1500000,1000,2,2.0,40.777386,-73.97798,condo
"30 Lincoln Plz  #12U, New York, NY 10023",10023,1325000,674,1,1.0,40.7708,-73.9816,condo
"212 W  72nd St   #7E, New York, NY 10023",10023,1399000,728,1,1.0,40.778633,-73.98245,condo
"33 W  71st St, New York, NY 10023",10023,11500000,8500,6,10.0,40.7763,-73.977684,townhouse
"212 W  72nd St   #11L, New York, NY 10023",10023,2545000,1226,2,2.0,40.778633,-73.98245,condo
"318 W  75th St, New York, NY 10023",10023,8500000,8160,13,12.0,40.782158,-73.98452,townhouse
"200 Amsterdam Ave  #29A, New York, NY 10023",10023,14995000,3622,4,5.0,40.777,-73.9832,condo
"200 Amsterdam Ave  #28A, New York, NY 10023",10023,9750000,2589,4,5.0,40.777,-73.9832,condo
"200 Amsterdam Ave  #3A, New York, NY 10023",10023,6995000,3429,5,6.0,40.777,-73.9832,condo
"116-46 134th Street, South Ozone Park, NY 11420",11420,487500,1440,3,1.0,40.67743,-73.805954,single-family home
"111-53 113th Street, South Ozone Park, NY 11420",11420,749888,1440,3,3.0,40.677692,-73.825356,townhouse
"13302 135th Pl, Jamaica, NY 11420",11420,1150000,2220,0,4.0,40.66889,-73.80293,multi-family
"134-14 115th Avenue, South Ozone Park, NY 11420",11420,699000,2500,3,3.0,40.68061,-73.80637,single-family home
"11525 126th St, Jamaica, NY 11420",11420,650000,940,2,3.0,40.678104,-73.812836,single-family home
"11557 122nd Street, Jamaica, NY 11420",11420,604200,1480,3,2.0,40.67627,-73.81594,single-family home
"120-19 N Conduit Avenue, South Ozone Park, NY 11420",11420,1498000,5439,5,3.0,40.665974,-73.82054,multi-family
"111-36 123rd Street, South Ozone Park, NY 11420",11420,680000,1076,3,3.0,40.680374,-73.81743,single-family home
"133-32 130th Street, South Ozone Park, NY 11420",11420,1295000,1800,6,4.0,40.669415,-73.8098,multi-family
"111-49 130th Street, South Ozone Park, NY 11420",11420,650000,2520,3,2.0,40.6817,-73.811615,single-family home
"11424 117th St, Jamaica, NY 11420",11420,686000,1940,3,3.0,40.677505,-73.822105,single-family home
"130-04 123rd Street, South Ozone Park, NY 11420",11420,1100000,3200,8,4.0,40.673176,-73.81537,multi-family
"12115 109th Ave, Jamaica, NY 11420",11420,900000,1398,3,3.0,40.683144,-73.81993,multi-family
"12335 135th Street, Jamaica, NY 11420",11420,526900,1248,3,2.0,40.6735,-73.80334,single-family home
"11609 111th Ave, Jamaica, NY 11420",11420,730000,1500,3,3.0,40.680134,-73.82358,single-family home
"114-15 115th Street, South Ozone Park, NY 11420",11420,898000,1624,3,2.0,40.67746,-73.823395,single-family home
"11415 115th St, Jamaica, NY 11420",11420,898000,1624,3,2.0,40.67746,-73.823395,single-family home
"11414 135th St, Jamaica, NY 11420",11420,629000,1028,3,2.0,40.68202,-73.807205,single-family home
"129-13 135th Place, Jamaica, NY 11420",11420,650000,1084,3,2.0,40.671932,-73.80238,single-family home
"12807 115th Ave, Jamaica, NY 11420",11420,875900,1863,4,3.0,40.67957,-73.81146,multi-family
"6819 Manse St, Flushing, NY 11375",11375,1199000,2417,3,2.0,40.714317,-73.855576,single-family home
"102-32 65 Avenue UNIT 26 B, Forest Hills, NY 11375",11375,429000,750,2,1.0,40.730698,-73.85157,coop
"105-34 65th Avenue UNIT 1D, Forest Hills, NY 11375",11375,279500,775,1,1.0,40.731236,-73.84972,coop
"1 Ascan Ave #54, Forest Hills, NY 11375",11375,769000,1200,3,2.0,40.717613,-73.841545,coop
"20 Continental Ave  #IL, Forest Hills, NY 11375",11375,349000,550,0,1.0,40.718533,-73.84535,coop
"72-10 112th St #5D, Forest Hills, NY 11375",11375,579000,1200,2,2.0,40.721233,-73.83874,coop
"67-40 Yellowstone Blvd UNIT 2k, Forest Hills, NY 11375",11375,399000,850,2,1.0,40.727226,-73.849144,coop
"20 Continental Avenue UNIT IL, Flushing, NY 11375",11375,349000,550,0,1.0,40.718533,-73.84535,coop
"108-49 63rd Ave  #6M, Forest Hills, NY 11375",11375,475000,1200,3,2.0,40.735683,-73.84911,coop
"100-11 67th Rd #302, Forest Hills, NY 11375",11375,480000,900,2,1.0,40.725914,-73.85364,coop
"6804 Clyde St, Flushing, NY 11375",11375,999000,1782,4,3.0,40.720535,-73.852264,multi-family
"72-61 113th Street UNIT 2W/2X, Forest Hills, NY 11375",11375,795000,1600,3,2.0,40.7205,-73.836,coop
"107-06 Queens Blvd #6H, Forest Hills, NY 11375",11375,1385000,1228,2,2.0,40.72159,-73.846115,condo
"77-14 113th St   #2, Forest Hills, NY 11375",11375,369000,950,1,1.0,40.71629,-73.832634,coop
"111-45 76th Dr #F5, Forest Hills, NY 11375",11375,380000,800,2,1.0,40.71613,-73.835075,coop
"6740 Yellowstone Blvd #1H, Flushing, NY 11375",11375,379888,1100,2,1.0,40.727287,-73.84942,coop
"9018 70th Ave, Flushing, NY 11375",11375,1200000,2000,5,2.0,40.711323,-73.85273,multi-family
"113-14 72nd Rd #2L, Forest Hills, NY 11375",11375,695000,1200,2,2.0,40.721294,-73.836685,coop
"67-30 Dartmouth UNIT 3R, Forest Hills, NY 11375",11375,205000,500,0,1.0,40.721134,-73.8558,coop
"106-20 70th Ave  #3D2, Forest Hills, NY 11375",11375,699000,759,1,1.0,40.721397,-73.84625,condo
"6750 Thornton Pl #2F, Flushing, NY 11375",11375,298750,800,2,1.0,40.72095,-73.85706,coop
"69-10 Yellowstone Blvd #619, Forest Hills, NY 11375",11375,329000,930,1,1.0,40.7241,-73.8472,coop
"25 Burns St #3C, Forest Hills, NY 11375",11375,398000,750,1,1.0,40.718895,-73.84419,coop
"11024 Jewel Ave, Flushing, NY 11375",11375,1699000,2204,4,3.0,40.72436,-73.84159,single-family home
"224-61 Kingsbury Ave  #2, Oakland Gardens, NY 11364",11364,365000,900,2,1.0,40.738235,-73.745605,coop
"229-01 69th Ave  #84, Oakland Gardens, NY 11364",11364,829000,1618,3,13.0,40.7462,-73.7477,condo
"7925 Bell Blvd, Flushing, NY 11364",11364,1260000,2008,5,3.0,40.735588,-73.75539,single-family home
"79-25 Bell Boulevard, Oakland Gardens, NY 11364",11364,1260000,2008,5,3.0,40.735554,-73.755516,single-family home
"69-48 Cloverdale Boulevard, Oakland Gardens, NY 11364",11364,1998800,2400,6,5.0,40.743603,-73.74832,multi-family
"212-07 75th Ave #6L, Oakland Gardens, NY 11364",11364,224888,750,1,1.0,40.738712,-73.75998,coop
"69-30 225 Street, Oakland Gardens, NY 11364",11364,1998000,2400,6,5.0,40.743607,-73.75032,multi-family
"6114 Cloverdale Blvd, Flushing, NY 11364",11364,1149000,1320,3,2.0,40.749847,-73.75128,single-family home
"220-67 73 Avenue UNIT 1, Oakland Gardens, NY 11364",11364,299000,890,2,1.0,40.742466,-73.75396,coop
"211-09 73rd Ave #348, Oakland Gardens, NY 11364",11364,240000,687,1,1.0,40.740063,-73.76249,coop
"21109 73rd Ave  #348, Oakland Gardens, NY 11364",11364,240000,687,1,1.0,40.740295,-73.7626,coop
"48-18 202nd Street, Flushing, NY 11364",11364,1280000,1520,4,2.0,40.751774,-73.777985,multi-family
"21718 75th Ave  #2, Oakland Gardens, NY 11364",11364,385000,875,2,1.0,40.73902,-73.75789,coop
"217-18 75th Ave, Oakland Gardens, NY 11364",11364,385000,875,2,1.0,40.738792,-73.75534,coop
"75-34 Bell Boulevard UNIT 3D, Oakland Gardens, NY 11364",11364,449000,1200,2,2.0,40.7373,-73.7585,coop
"226-26 Union Turnpike UNIT 1D, Queens, NY 11364",11364,330000,1200,2,2.0,40.735657,-73.74452,coop
"629 E 221st Street, Bronx, NY 10467",10467,499000,1848,3,1.0,40.885986,-73.86439,single-family home
"3239 Barker Avenue UNIT J, Bronx, NY 10467",10467,180000,1050,2,1.0,40.87257,-73.869446,coop
"2922 Barnes Avenue UNIT 2F, Bronx, NY 10467",10467,180000,900,2,1.0,40.868565,-73.86295,coop
"335 E 209th Street UNIT 2, Bronx, NY 10467",10467,109000,700,1,1.0,40.876713,-73.874054,coop
"3555 Kings College Place UNIT 2G, Bronx, NY 10467",10467,179000,850,2,1.0,40.88115,-73.87568,coop
"2925 Matthews Ave #6H, Bronx, NY 10467",10467,118000,700,1,1.0,40.86825,-73.86266,coop
"2925 Matthews Avenue UNIT 4D, Bronx, NY 10467",10467,159000,1100,2,1.0,40.86839,-73.86262,coop
"826 E 216th Street, Bronx, NY 10467",10467,697999,2092,5,3.0,40.880043,-73.86028,multi-family
"665 Thwaites Pl #1V, Bronx, NY 10467",10467,160000,700,1,1.0,40.859234,-73.86907,coop
"2922 Barnes Ave #6E, Bronx, NY 10467",10467,235000,1400,3,1.0,40.868565,-73.86295,coop
"2244 Bronx Park E  #6A, Bronx, NY 10467",10467,215000,893,1,1.0,40.858433,-73.87054,coop
"2925 Matthews Avenue UNIT 5K, Bronx, NY 10467",10467,299000,1500,3,1.0,40.86839,-73.86262,coop
"3131 Grand Concourse UNIT 12H, Bronx, NY 10468",10468,225000,760,1,1.0,40.875175,-73.88645,coop
"3131 Grand Concourse UNIT 10F, Bronx, NY 10468",10468,215000,760,1,1.0,40.875175,-73.88645,coop
"960 E 181st Street, Bronx, NY 10460",10460,1100000,4012,9,6.0,40.844475,-73.879715,multi-family
"3019 Laconia Avenue, Bronx, NY 10469",10469,659000,1944,3,3.0,40.870132,-73.855995,single-family home
"2930 Pearsall Ave, Bronx, NY 10469",10469,795000,2261,4,3.0,40.868347,-73.85157,multi-family
"3212 Paulding Avenue, Bronx, NY 10469",10469,725000,2120,6,2.0,40.87179,-73.85818,multi-family
"828 Rhinelander Avenue, Bronx, NY 10462",10462,715000,1520,3,2.0,40.84818,-73.86219,multi-family
"824 E 225th Street, Bronx, NY 10466",10466,899000,3498,6,2.0,40.88638,-73.85675,multi-family
"2156 Cruger Avenue UNIT 3E, Bronx, NY 10462",10462,148000,800,1,1.0,40.85533,-73.86638,coop
"4383 Matilda Avenue, Bronx, NY 10466",10466,1890000,5850,13,7.0,40.898888,-73.85671,multi-family
"4790 Barnes Avenue, Bronx, NY 10470",10470,1600000,4356,9,5.0,40.905006,-73.847275,multi-family
"2955 Pearsall Avenue, Bronx, NY 10469",10469,550000,1728,3,2.0,40.86922,-73.85212,townhouse
"4438 Carpenter Avenue, Bronx, NY 10470",10470,819000,1789,7,2.0,40.90036,-73.855995,multi-family
"107-55A 77th Street, Ozone Park, NY 11417",11417,1290000,2877,9,3.0,40.67864,-73.860306,multi-family
"13522 95th St, Ozone Park, NY 11417",11417,688800,1065,3,3.0,40.673267,-73.84168,single-family home
"87-01 107th Avenue, Jamaica, NY 11417",11417,649900,1248,3,1.0,40.678078,-73.85058,single-family home
"88-19 107th Avenue, Ozone Park, NY 11417",11417,579000,1580,3,3.0,40.67832,-73.84905,single-family home
"105-37 90th Street, Ozone Park, NY 11417",11417,789000,2000,3,2.0,40.67896,-73.848114,single-family home
"86-10 Dumont Ave  #5C, Ozone Park, NY 11417",11417,485000,1116,3,2.0,40.6724,-73.8498,condo
"9446 Magnolia Ct #2B, Jamaica, NY 11417",11417,559000,1195,2,2.0,40.669563,-73.84114,condo
"103-47 104th Street, Ozone Park, NY 11417",11417,718000,1094,3,3.0,40.683037,-73.83733,single-family home
"94-22 Magnolia Court UNIT 3B, Ozone Park, NY 11417",11417,575000,1625,3,2.0,40.669373,-73.84074,condo
"10754 88th St, Jamaica, NY 11417",11417,775000,1216,3,2.0,40.67651,-73.84928,single-family home
"107-54 88th Street, Ozone Park, NY 11417",11417,759000,1216,3,2.0,40.67655,-73.84916,single-family home
